Infinity;3.981366e-3;2.798042e-3;1.1858937e-2
Infinity;6.496e-6;2.3539907e-2;1.5431228e-2
Infinity;5.891e-6;9.89168e-4;1.3236775e-2
Infinity;5.508e-6;1.0240792e-2;1.3247284e-2
Infinity;4.612e-6;1.441259e-3;1.1862608e-2
Infinity;5.149e-6;1.1759581e-2;1.3541634e-2
Infinity;4.95e-6;4.211688e-3;1.1838038e-2
Infinity;5.836e-6;1.2951479999999999e-3;1.2644619e-2
Infinity;4.984e-6;1.072392e-3;1.321545e-2
Infinity;4.857e-6;1.02802e-3;1.2267409e-2
Infinity;4.358e-6;9.226158e-3;1.1797306e-2
2.636010754;4.756e-6;8.836739e-3;1.1766491e-2
Infinity;4.841e-6;9.59469e-4;1.6124868e-2
Infinity;4.889e-6;1.135047e-3;1.1593886999999999e-2
Infinity;4.71e-6;9.419483e-3;1.3155848999999999e-2
Infinity;5.032e-6;9.66334e-3;1.1503457e-2
Infinity;4.5e-6;9.810461e-3;1.1012744e-2
Infinity;5.961e-6;3.441639e-3;1.2710057e-2
Infinity;5.418e-6;1.047623e-3;1.1996119999999999e-2
Infinity;5.122e-6;1.1573644e-2;1.1548262e-2
