Infinity;4.061576e-3;8.820515e-3;1.6599225999999998e-2
Infinity;5.897e-6;1.0376016e-2;2.1564766e-2
Infinity;5.499e-6;1.50163e-3;1.9811999e-2
Infinity;5.705e-6;1.32682e-3;2.2884322e-2
Infinity;5.077e-6;2.006544e-3;1.7516448e-2
Infinity;5.636e-6;1.4715035e-2;1.8269766e-2
Infinity;5.006e-6;5.0057009999999996e-3;1.6148062e-2
Infinity;4.972e-6;2.03208e-3;1.8038157e-2
Infinity;5.137e-6;2.443347e-3;1.7052475e-2
Infinity;5.691e-6;1.450644e-3;2.0571099e-2
Infinity;4.653e-6;8.667211e-3;1.7185228e-2
Infinity;4.906e-6;1.4671825e-2;1.632492e-2
Infinity;5.128e-6;4.181361e-3;1.6745988e-2
Infinity;5.624e-6;1.2648976e-2;1.9841444e-2
Infinity;5.1069999999999996e-6;8.905781e-3;1.6952739e-2
Infinity;5.799e-6;1.0066203e-2;1.5620709e-2
Infinity;4.838e-6;1.583286e-3;1.6856657e-2
Infinity;5.316e-6;2.112947e-3;1.753845e-2
Infinity;6.6219999999999994e-6;2.115236e-3;1.6891447e-2
Infinity;5.0899999999999995e-6;1.2431849e-2;1.7538008e-2
