9.96064e-4;1.4047414999999999e-2;1.6946445e-2;1.6169256e-2;1.2010416999999999e-2;1.1663336e-2
3.1242649999999998e-3;1.3456052e-2;1.4942412e-2;1.1357952e-2;1.3998621e-2;1.3941519999999999e-2
2.973473e-3;1.0768452e-2;1.2152872e-2;1.195575e-2;1.1395085e-2;1.1838886e-2
1.5527149999999999e-3;1.2767121e-2;1.1908407e-2;1.286165e-2;1.2796568999999999e-2;1.1336004e-2
1.3878028e-2;1.0987501e-2;1.2010976999999999e-2;1.1252066e-2;1.466848e-2;1.1961216e-2
1.283237e-3;1.577169e-2;1.2149917e-2;1.1095642e-2;1.2983886e-2;1.2157012e-2
1.046514e-3;1.7117598e-2;1.0707932e-2;1.2926424e-2;1.4440138e-2;1.5122380999999999e-2
6.746999e-3;1.1260323e-2;1.3627605e-2;1.3952971e-2;1.0793542e-2;1.2537702999999999e-2
2.420465e-3;1.3753221e-2;1.3574148999999999e-2;1.3482356e-2;1.2595663e-2;1.1506973e-2
6.844991e-3;1.6633944e-2;1.2108863e-2;1.1988738e-2;1.3668698e-2;2.0418141e-2
5.603494e-3;1.4696539e-2;1.4984215e-2;1.1812778e-2;1.2093294e-2;1.1868238e-2
4.304388e-3;1.38213e-2;1.2069494e-2;1.4678646e-2;1.3421099e-2;1.5210563e-2
2.1395749e-2;1.3753556e-2;1.3551913e-2;1.2218795e-2;1.1903308999999999e-2;1.2207341e-2
1.274927e-3;1.5388685e-2;1.8551478e-2;1.5954827e-2;1.1820625e-2;1.3752413e-2
1.267748e-3;1.2505539999999999e-2;1.2712258e-2;1.4292062e-2;1.1283546e-2;1.2778852e-2
4.314146e-3;1.112136e-2;1.1406786e-2;1.321932e-2;1.3185488e-2;1.3052063e-2
3.766255e-3;1.1273455e-2;1.3043427e-2;1.242448e-2;1.1336045e-2;1.2151192e-2
9.281939e-3;1.1441479e-2;1.2036607999999999e-2;1.2626053e-2;1.8492065e-2;1.2099842999999999e-2
1.2320906e-2;1.4003655e-2;1.2067264999999999e-2;1.2637521e-2;1.4947133e-2;1.4635704e-2
5.731168e-3;1.2553491e-2;1.3571258e-2;1.3715696999999999e-2;1.3453554999999999e-2;1.183229e-2
1.0919287e-2;1.6114536e-2;1.1399057e-2;1.157711e-2;1.2657655e-2;1.5282338e-2
1.504738e-3;1.3117077e-2;1.1506483e-2;1.2035607e-2;1.1737965999999999e-2;1.3369424e-2
8.918661e-3;1.2354456e-2;1.2157332e-2;1.2392015e-2;1.1634578e-2;1.1481634e-2
9.840027e-3;1.5403201e-2;1.2400249e-2;1.4402167e-2;1.6955992e-2;1.4110471999999999e-2
6.409581e-3;1.2898111e-2;1.2968796999999999e-2;1.1694516e-2;1.3868212e-2;1.4024660999999999e-2
4.555606e-3;1.1752982e-2;1.4016886e-2;1.2379448999999999e-2;1.2487725e-2;1.7319344e-2
1.239054e-3;1.2125016e-2;1.2973502e-2;1.3084886e-2;1.383331e-2;1.1717695e-2
5.258589e-3;1.2693689e-2;1.2072107e-2;1.7535982e-2;1.1483937e-2;1.2016976e-2
6.410352e-3;1.1015739e-2;1.2459538e-2;1.3724868e-2;1.2565166e-2;1.1035152e-2
9.43556e-4;1.1301759e-2;1.2038693999999999e-2;1.1586533e-2;1.2498191e-2;1.3081996e-2
3.053092e-3;1.1182468e-2;1.4271398e-2;1.16996e-2;1.152143e-2;1.1777354e-2
2.614343e-3;1.2425641999999999e-2;1.1861334e-2;1.3063323e-2;1.3424733999999999e-2;1.2491115e-2
6.832947e-3;1.2068684e-2;1.1699514e-2;1.2471237999999999e-2;1.2611645e-2;1.2782992e-2
2.815784e-3;1.1228613e-2;1.5645917e-2;1.1595985999999999e-2;1.5261996e-2;1.1904559e-2
1.0174572e-2;1.5627406e-2;1.1950114e-2;1.1244974e-2;1.0770175e-2;1.5498169e-2
1.114767e-3;1.3178997999999999e-2;1.5431658e-2;1.3773585999999999e-2;1.3913367999999999e-2;1.1721554e-2
1.4734658999999999e-2;1.4586901e-2;1.4073298e-2;1.2499711e-2;1.326873e-2;1.1911824e-2
1.7661837e-2;1.4424427e-2;1.2565942e-2;2.1575062e-2;1.8833709e-2;1.9555404999999998e-2
6.22509e-3;1.5862344e-2;1.21763e-2;1.2325379e-2;1.2002378e-2;1.2663839999999999e-2
3.243809e-3;1.3052117e-2;1.2428813e-2;1.2204104e-2;1.4706313e-2;1.1919497e-2
1.109125e-3;1.3121974e-2;1.3725567e-2;1.3846991e-2;1.2409146e-2;1.2068337e-2
1.0845564e-2;1.1602804999999999e-2;1.4407353999999999e-2;1.2611569999999999e-2;1.6347737e-2;1.2323137999999999e-2
2.64327e-3;1.3813701999999999e-2;1.3376752e-2;1.3592546e-2;1.2902502e-2;1.1728607e-2
1.201873e-3;1.4232584e-2;1.3434637e-2;1.4081702e-2;1.5037251e-2;1.4084761999999999e-2
2.9537969999999998e-3;1.3879929e-2;1.2685217e-2;1.1594222e-2;1.1890656e-2;1.2972849e-2
2.627594e-3;1.2481904e-2;1.1192463e-2;1.210218e-2;1.1215293999999999e-2;1.1792641999999999e-2
8.896959999999999e-4;1.2919477e-2;1.2197348e-2;1.1790446999999999e-2;1.2054057e-2;1.2671301e-2
1.1093657e-2;1.3623748e-2;1.3365798e-2;1.1506523e-2;1.3071609e-2;1.3095308e-2
1.135494e-3;1.5182747e-2;1.1127129999999999e-2;1.363132e-2;1.3334189e-2;1.3163623e-2
4.049996e-3;1.2422237e-2;1.3375172999999999e-2;1.2736673e-2;1.4725232e-2;1.1887419e-2
1.047074e-3;1.1930966999999999e-2;1.1785406e-2;1.1779524e-2;1.1933675e-2;1.1819412e-2
2.911612e-3;1.4965494e-2;1.3079602e-2;1.3095106e-2;1.1440275e-2;1.9340962e-2
5.065662e-3;1.9089227e-2;1.7610635e-2;1.2806884e-2;1.2915745e-2;1.209346e-2
8.288375e-3;1.3169889e-2;1.2221339999999999e-2;1.5250165999999999e-2;1.1134653999999999e-2;1.6190637e-2
4.619736e-3;1.2203248e-2;1.4175276e-2;1.2844038e-2;1.3626454e-2;1.2662415e-2
1.465999e-3;1.2020404e-2;1.2730363e-2;1.2608526e-2;1.4411038e-2;1.3253728e-2
3.0967e-3;1.4257749e-2;1.1716928e-2;1.3329569999999999e-2;1.1739692999999999e-2;1.2637114e-2
6.529056e-3;1.2271983e-2;1.2814599e-2;1.3453709e-2;1.2091763e-2;1.2024397e-2
3.4014839999999998e-3;1.2616069e-2;1.4143824e-2;1.3023316e-2;1.1979973e-2;1.513233e-2
5.043418e-3;1.3204543e-2;1.1641445e-2;1.3584474e-2;1.5309161e-2;1.26059e-2
3.59188e-3;1.1381866e-2;1.1989359e-2;1.4269170999999999e-2;1.261203e-2;1.1263844e-2
5.729567e-3;1.6620766999999998e-2;1.0967928e-2;1.1781157e-2;1.3084702e-2;1.1230458e-2
9.932564999999999e-3;1.2516339e-2;1.1490396e-2;1.3391665e-2;1.2299471e-2;1.0838255e-2
2.652584e-3;1.2046175e-2;1.1445484e-2;1.101631e-2;1.2835464999999999e-2;1.2050838e-2
2.74712e-3;1.3487083e-2;1.2104872e-2;1.1913425e-2;1.2991497e-2;1.1228545e-2
4.499856e-3;1.8379331e-2;1.3851885e-2;1.5164855e-2;1.2902449e-2;1.3046973e-2
1.196551e-3;1.6694231e-2;2.0473111999999998e-2;2.1020253e-2;1.6922427e-2;1.5062780999999999e-2
9.57836e-4;1.183534e-2;1.2643212e-2;1.3273838999999999e-2;1.1438433e-2;1.1802898e-2
1.454416e-3;1.1501262e-2;1.3399657e-2;1.1697339e-2;1.1656893e-2;1.1607259e-2
1.310267e-3;1.1214146e-2;1.4922939999999999e-2;1.5591525e-2;1.3654402e-2;1.285979e-2
9.47962e-3;1.2251583e-2;1.3874042999999999e-2;1.2554833e-2;1.266471e-2;1.5571293e-2
6.491875e-3;1.4381867999999999e-2;1.4732382e-2;1.3893156e-2;1.5084132e-2;1.3449698999999999e-2
6.404491e-3;1.2688504e-2;1.2243192e-2;1.1391789e-2;1.1659331e-2;1.0688134e-2
2.9434039999999997e-3;1.1932181e-2;1.1427258e-2;1.3559279e-2;1.1463772e-2;1.2601447e-2
1.4201039e-2;1.3248016999999999e-2;1.3883448999999999e-2;1.1841803e-2;1.2833162e-2;1.4035094e-2
