2.79607e-3;6.118514e-3;4.994453e-3
4.425017e-3;5.5852309999999995e-3;4.620506e-3
3.901379e-3;4.760961e-3;4.945613e-3
4.449914e-3;1.323147e-2;5.7193569999999996e-3
3.042885e-3;5.551364e-3;1.1961033e-2
5.24136e-4;5.3401099999999995e-3;1.2484143999999999e-2
5.433217e-3;4.888528e-3;5.766697e-3
1.766898e-3;6.678043e-3;6.512194e-3
1.570589e-2;5.5731109999999995e-3;4.626952e-3
3.692403e-3;5.059676e-3;5.312064e-3
6.103862e-3;5.386725e-3;4.869227e-3
9.11269e-4;4.482845e-3;5.588431e-3
2.462408e-3;4.690599e-3;5.371821e-3
9.59845e-3;4.617491e-3;5.119846e-3
6.176761e-3;5.0091169999999996e-3;5.223162e-3
1.1042052e-2;5.84388e-3;5.632191e-3
1.13264e-3;5.549181e-3;6.3326319999999995e-3
5.25938e-4;5.393391e-3;5.738772e-3
7.820837e-3;5.654284e-3;6.58126e-3
5.4107289999999995e-3;4.869527e-3;4.61501e-3
3.671345e-3;4.779653e-3;5.402878e-3
7.240374e-3;4.394096e-3;6.6030939999999995e-3
9.822622e-3;6.114729e-3;5.6260649999999995e-3
4.624631e-3;5.885536e-3;5.228579e-3
3.252508e-3;5.835684e-3;4.87049e-3
7.454262e-3;6.007332e-3;4.723167e-3
1.5147e-3;5.777768e-3;6.104175e-3
1.0282216e-2;6.148281e-3;6.3425109999999995e-3
1.050439e-3;4.594221e-3;4.954767e-3
8.537024e-3;5.3515839999999995e-3;5.788542e-3
2.836553e-3;5.2039339999999995e-3;5.637528e-3
4.05534e-4;4.7827979999999996e-3;1.0327502e-2
3.115174e-3;1.0187627e-2;6.662876e-3
1.552539e-3;7.734716e-3;6.859998e-3
2.2013749999999998e-3;7.237441e-3;5.013218e-3
1.249453e-3;5.478727e-3;4.9986169999999995e-3
7.531528e-3;5.672737e-3;4.839113e-3
1.081199e-3;4.364933e-3;4.872407e-3
1.6959569999999999e-3;6.137706e-3;6.047351e-3
4.98753e-4;5.987821e-3;6.19287e-3
5.942581e-3;5.602371e-3;4.765155e-3
1.7568948e-2;5.74756e-3;5.084849e-3
5.47445e-4;4.823019e-3;4.632477e-3
1.1753479999999999e-3;5.728616e-3;6.0270919999999995e-3
1.1255612e-2;1.1421835e-2;5.165078e-3
1.686877e-3;4.726842e-3;4.460978e-3
1.012579e-3;5.04277e-3;4.967981e-3
3.340546e-3;6.094574e-3;6.598695e-3
4.99531e-4;5.315581e-3;5.829572e-3
1.028304e-3;4.645583e-3;1.2193958999999999e-2
2.353246e-3;4.698545e-3;4.816081e-3
1.311155e-3;4.367984e-3;1.1958752999999999e-2
1.642434e-3;5.027105e-3;5.0408549999999995e-3
2.564941e-3;5.175397e-3;4.910484e-3
1.9707459999999998e-3;4.487356e-3;6.316691e-3
4.233175e-3;1.1535385e-2;5.089834e-3
3.988065e-3;5.505456e-3;5.610057e-3
5.6508159999999995e-3;5.996472e-3;5.603671e-3
6.09162e-4;6.2692369999999996e-3;6.07116e-3
3.799091e-3;5.979524e-3;5.9306229999999995e-3
2.890392e-3;4.9121139999999995e-3;6.460831e-3
2.013788e-3;4.733231e-3;4.983049e-3
3.207954e-3;5.0590819999999995e-3;4.3898159999999995e-3
6.21185e-4;4.956239e-3;4.973551e-3
4.765065e-3;5.895037e-3;5.563113e-3
1.0226263e-2;5.027844e-3;5.544475e-3
1.1679239999999999e-3;5.644247e-3;5.327419e-3
8.971748e-3;5.2433969999999995e-3;5.0633959999999995e-3
5.22896e-4;4.664575e-3;5.69918e-3
