5.70292e-3;7.35332e-3;5.355953e-3
3.3893969999999997e-3;5.731271e-3;5.087136e-3
1.17241e-3;6.0576169999999995e-3;5.214142e-3
1.941481e-3;5.2415759999999995e-3;5.944894e-3
6.076532e-3;5.552103e-3;5.825854e-3
2.156176e-3;5.135303e-3;5.543847e-3
8.353062999999999e-3;5.609796e-3;5.091612e-3
7.1732129999999995e-3;5.503057e-3;4.737415e-3
4.20642e-4;7.072804e-3;4.9022679999999996e-3
4.380868e-3;4.8377839999999995e-3;6.0357629999999995e-3
1.187528e-3;5.565876e-3;5.936693e-3
3.0689599999999997e-4;5.227863e-3;6.087001e-3
2.967851e-3;4.866062e-3;5.5173209999999995e-3
1.695388e-3;4.555629e-3;6.290851e-3
9.457899e-3;4.933407e-3;5.170759e-3
4.873785e-3;4.700818e-3;4.947261e-3
1.181545e-3;5.5293059999999995e-3;4.696815e-3
1.383727e-3;5.078378e-3;6.396445e-3
7.031531e-3;5.045679e-3;4.421729e-3
1.321411e-3;6.1215689999999994e-3;5.476765e-3
1.5057978e-2;6.922905e-3;5.833289e-3
2.059776e-3;4.174465e-3;4.9472e-3
2.9552709999999998e-3;5.4973949999999995e-3;5.0937529999999995e-3
6.725453e-3;5.602229e-3;5.508106e-3
3.033251e-3;5.547751e-3;4.38327e-3
4.29691e-4;5.342047e-3;5.988221e-3
3.196693e-3;4.556884e-3;5.502495e-3
9.050246e-3;5.744231e-3;5.101329e-3
6.176808e-3;5.723382e-3;6.9869039999999995e-3
5.81522e-3;6.351267e-3;6.823852e-3
3.0106869999999997e-3;5.585481e-3;5.603652e-3
2.29378e-3;4.738242e-3;6.251537e-3
1.789245e-3;5.111049e-3;5.8063789999999995e-3
5.737689e-3;5.521688e-3;4.575302e-3
1.061915e-3;4.897092e-3;5.529204e-3
3.032224e-3;4.80484e-3;5.522051e-3
2.1637e-3;6.379842e-3;5.529256e-3
6.111841e-3;4.8280599999999995e-3;4.963391e-3
1.053236e-3;6.3526189999999995e-3;5.2326989999999995e-3
3.021312e-3;4.493192e-3;5.236119e-3
6.4291109999999995e-3;6.896842e-3;5.995653e-3
1.8497049999999999e-3;6.697654e-3;5.466397e-3
1.693719e-3;5.11808e-3;5.031941e-3
3.519205e-3;5.6054749999999995e-3;5.154872e-3
1.731369e-3;5.471968e-3;4.465907e-3
2.66931e-3;5.9242489999999995e-3;5.0874729999999995e-3
2.321237e-3;5.820701e-3;5.3605499999999995e-3
3.660782e-3;5.999063e-3;5.705697e-3
6.56116e-4;4.575745e-3;4.40197e-3
1.09114e-3;5.168911e-3;7.007094e-3
1.6056924e-2;5.573469e-3;4.8189619999999996e-3
3.948465e-3;4.9597899999999995e-3;6.51357e-3
8.780669999999999e-3;4.74836e-3;5.83409e-3
3.329301e-3;5.863757e-3;6.361981e-3
4.22955e-4;5.801038e-3;6.4415209999999995e-3
2.391796e-3;7.084443e-3;5.933883e-3
1.059899e-3;6.060905e-3;4.7733179999999995e-3
1.755343e-3;5.721008e-3;5.937574e-3
7.924512e-3;6.585439e-3;5.259755e-3
3.04275e-4;6.576001e-3;4.800555e-3
8.707498e-3;5.626924e-3;5.941599e-3
5.31554e-4;6.068718e-3;5.195123e-3
1.7050869999999999e-3;4.762717e-3;5.132019e-3
