1.2792075e-2;1.5447652e-2;1.3647218e-2;1.5283385e-2;1.9902994e-2;1.7848522999999998e-2;1.7851468e-2
7.244201e-3;1.4305642e-2;2.0025936e-2;2.1051085e-2;1.7905933e-2;2.1352473e-2;1.7114778e-2
1.515992e-3;2.4865382e-2;1.3985375999999999e-2;1.6012268e-2;1.5790053e-2;1.942076e-2;1.3553611e-2
1.6017901e-2;1.4445267e-2;1.6533365e-2;1.3804911999999999e-2;1.2889081e-2;1.6348592e-2;1.3653005e-2
1.4657539999999999e-3;1.3257238e-2;1.5614901e-2;1.6662506e-2;1.3840342e-2;1.6793416999999998e-2;1.7360236e-2
6.227406e-3;1.3927205e-2;1.4550449e-2;1.5436099e-2;1.4820419e-2;1.5583434e-2;1.7842667e-2
1.793008e-3;2.1984115999999998e-2;2.2608573e-2;1.4620338e-2;1.3761696e-2;1.475775e-2;1.5576366e-2
1.684747e-3;1.4721003e-2;1.4995556e-2;1.4226612999999999e-2;1.6212884e-2;1.5164702e-2;1.3422968e-2
1.469152e-3;1.5421215e-2;1.742032e-2;1.4851854e-2;1.3865154e-2;1.382718e-2;1.5410281e-2
7.539222e-3;1.7043113999999998e-2;1.4402448e-2;1.6351601e-2;1.2900187e-2;1.9194142e-2;1.5834448e-2
6.903752e-3;1.4440336e-2;1.7589254e-2;1.6045365e-2;1.6954425999999998e-2;1.5687912e-2;1.3576356e-2
4.990049e-3;1.6704138e-2;1.6417866e-2;1.4348258e-2;1.5157202e-2;1.4860640999999999e-2;1.4081959e-2
7.247099e-3;1.3904806e-2;1.6897797e-2;1.7399121e-2;1.4356541e-2;1.440926e-2;1.7597416e-2
8.796573e-3;1.3550058e-2;1.4149086e-2;1.5827338e-2;1.4451893e-2;1.8006135e-2;1.8589404e-2
1.0617699999999999e-2;1.4405364e-2;1.4239458e-2;1.4090814e-2;1.6058178e-2;1.6620354e-2;1.39213e-2
1.2896049999999999e-3;1.5171809e-2;1.7380795e-2;1.660087e-2;1.5311703e-2;1.4856532e-2;5.3052415e-2
7.530408e-3;1.7994778e-2;1.4640867e-2;1.3731297e-2;1.5726108e-2;1.6237236999999998e-2;1.7327264e-2
1.95919e-3;1.4084743e-2;1.4022204e-2;1.5651266e-2;1.4911829e-2;1.4043115e-2;1.3706636e-2
5.603619e-3;1.4889447e-2;1.712325e-2;1.6276132999999998e-2;1.7446943e-2;1.7190816e-2;1.4654717e-2
1.795931e-3;1.4454569e-2;1.5219802e-2;1.6546595e-2;2.000929e-2;1.8597102e-2;1.7911799e-2
3.936564e-3;2.1326069e-2;1.8217904e-2;1.535319e-2;1.4696945999999999e-2;2.1461349e-2;1.4030246e-2
9.542725e-3;1.5026082e-2;1.7678654999999998e-2;1.383857e-2;1.6847214e-2;1.6556065e-2;1.6102143e-2
1.0895031999999999e-2;1.5200350999999999e-2;1.4200754e-2;1.5311156999999999e-2;1.7207925e-2;1.6595572e-2;1.547129e-2
1.04419e-3;1.4085173e-2;1.3770927e-2;1.4351538e-2;1.5645361e-2;1.5827967e-2;1.7458453e-2
1.819705e-3;1.4706038e-2;1.9891088e-2;1.331366e-2;1.5112849999999999e-2;1.6120395e-2;2.0146846e-2
7.160438e-3;1.7674484e-2;1.4121106999999999e-2;1.776019e-2;2.1822664999999998e-2;2.4352717e-2;1.5727702e-2
