4.479819e-3;2.3581401e-2;1.3946993e-2;1.3373178999999999e-2;1.7614588e-2;1.4870271e-2;1.5571311e-2
1.388807e-3;1.6472511999999998e-2;1.7055256e-2;1.687062e-2;1.8444461e-2;1.4834913e-2;1.452883e-2
1.2530247e-2;2.2222263e-2;1.5200998e-2;1.4715157999999999e-2;1.4016856999999999e-2;1.2006163e-2;1.4245716e-2
3.824083e-3;1.4120252e-2;2.0308094e-2;1.3937573e-2;1.6702849e-2;1.9042832e-2;1.5480447e-2
4.440392e-3;1.6861596e-2;2.1185528999999998e-2;2.2544002e-2;1.5696724e-2;1.567276e-2;1.4903999999999999e-2
5.823077e-3;1.7680584e-2;1.8832555e-2;1.5636656999999998e-2;1.4212556999999999e-2;1.6914748e-2;1.6426694e-2
1.542698e-3;1.3785214e-2;1.5826739e-2;1.4231591e-2;1.4170895e-2;1.5553927e-2;1.4891867999999999e-2
1.314323e-3;1.3561237e-2;1.5100704999999999e-2;1.5315075e-2;1.593778e-2;2.0884391999999998e-2;1.4434927e-2
6.041465e-3;1.4772165e-2;1.828183e-2;1.4008406e-2;1.6925455e-2;1.8347084e-2;1.5973152e-2
1.4442909999999999e-3;1.344409e-2;1.4497297e-2;1.7695287e-2;1.5992172e-2;1.674564e-2;1.6127618e-2
1.470796e-3;1.4968386e-2;1.7891055e-2;1.4382198e-2;1.6601262e-2;1.5698187e-2;1.3855293e-2
8.084041e-3;1.4513907999999999e-2;1.7605273e-2;1.5625781e-2;1.6592945e-2;1.7740068e-2;1.3850315e-2
1.2859619999999999e-3;1.4730324e-2;1.5088588e-2;1.5795734e-2;1.4712664e-2;1.9801774e-2;1.4420681e-2
1.302766e-3;1.8653782e-2;1.4236885999999999e-2;1.5514034999999999e-2;1.4249541e-2;1.3711322e-2;1.7185548e-2
1.0691832e-2;2.0286252e-2;2.2182074e-2;2.119703e-2;1.6982709e-2;1.4426498e-2;1.6505531e-2
5.9040659999999995e-3;1.3335607e-2;2.4348388999999998e-2;1.6166395e-2;1.3576798e-2;1.5430313e-2;1.7690395e-2
1.5441489999999999e-3;1.4701621e-2;1.8259456e-2;1.724751e-2;1.4418031999999999e-2;1.4339035e-2;1.7761195e-2
5.41653e-3;1.5146392e-2;1.6235568e-2;1.4770987e-2;1.5546708999999999e-2;1.7075771e-2;2.0521699e-2
1.420973e-3;1.4550956e-2;1.4510086e-2;1.6699326e-2;1.4137195e-2;1.5546436e-2;1.6992977e-2
1.0053929999999999e-2;1.4047954e-2;1.6518579999999998e-2;1.4595776999999999e-2;1.5352656e-2;1.5029332999999999e-2;1.3491013999999999e-2
1.0522196e-2;1.8405669e-2;1.39349e-2;1.3346629e-2;1.4293307e-2;1.6407493e-2;1.5821953e-2
1.159133e-3;1.5232958e-2;1.3673104e-2;1.9733749e-2;1.3910907e-2;1.4410851e-2;1.7692465e-2
4.25941e-3;1.8450077e-2;1.5901587e-2;1.5478715e-2;1.6140912e-2;1.3327181e-2;1.4974131e-2
3.339184e-3;1.7590922e-2;1.6966455e-2;1.4439e-2;1.8889622e-2;1.5159902999999999e-2;1.7813912e-2
9.563316e-3;2.1606855e-2;1.703419e-2;1.8127659e-2;1.7418661999999998e-2;1.4626275e-2;1.3387478999999999e-2
3.369245e-3;1.5119377e-2;1.4038828e-2;1.5165363999999999e-2;1.6036553999999998e-2;1.7552709e-2;1.5200141e-2
5.756619e-3;1.4521904e-2;1.4808327999999999e-2;1.4272799e-2;1.3557264999999999e-2;1.3830104e-2;1.4662399999999999e-2
4.473677e-3;1.4249982e-2;2.2596685e-2;1.4479119e-2;1.3392489e-2;1.4726010999999999e-2;2.0555903e-2
8.506922e-3;1.7612271e-2;1.3572172e-2;1.45719e-2;1.5313166e-2;1.9647668e-2;1.3768113e-2
1.102411e-3;1.3993828e-2;1.4142438e-2;1.4122787e-2;1.6933286999999998e-2;1.4766193e-2;1.4474378999999999e-2
1.2364542e-2;1.5188364e-2;1.4503282e-2;1.3617118e-2;1.6959994e-2;1.5123703e-2;1.6078372e-2
4.28551e-3;1.3593362e-2;1.3850880999999999e-2;1.6295432e-2;1.6788857e-2;1.7003261999999998e-2;1.7494123e-2
3.4352692e-2;1.5016914e-2;1.5616871e-2;1.4113145e-2;1.4480999999999999e-2;1.3559406999999999e-2;1.4868260999999999e-2
1.272244e-3;1.5952329e-2;1.6882028e-2;1.4014628999999999e-2;1.524297e-2;2.0437531e-2;2.3862674e-2
1.4192877999999999e-2;1.6183586e-2;1.8767531e-2;1.6214454e-2;1.690221e-2;1.6900982e-2;1.6047983e-2
