2.309591e-3;1.303675e-2;1.1942527999999999e-2;9.519023e-3;1.077615e-2
1.03773e-3;9.8637e-3;1.0111367e-2;1.3952477999999999e-2;1.1855230999999999e-2
5.987142e-3;1.3231256e-2;9.822696e-3;9.650954e-3;1.1192555e-2
8.74407e-4;1.0186394e-2;1.0438092999999999e-2;1.1421149e-2;1.1060705e-2
3.578722e-3;1.1352193e-2;1.2947228e-2;9.814225e-3;1.0523598e-2
2.178694e-3;1.4144883e-2;1.0802016e-2;1.8938556999999998e-2;1.6080416e-2
8.429422e-3;1.5620306e-2;1.0614745e-2;9.753931e-3;1.2086032e-2
4.084251e-3;1.0053363e-2;9.275015e-3;9.858061e-3;1.0524204e-2
2.608335e-3;1.062162e-2;9.831032e-3;1.0078389e-2;1.0215452e-2
9.2199e-4;1.1714811e-2;9.738100999999999e-3;1.1176908e-2;1.1090032e-2
2.432803e-3;1.1763781e-2;1.0999837e-2;1.1572486e-2;1.2427073e-2
8.00743e-4;1.04951e-2;1.3833966e-2;1.1105785e-2;9.64484e-3
3.07873e-3;9.60502e-3;1.0077293e-2;1.2752678e-2;1.042507e-2
9.596917e-3;1.3301981e-2;9.477483e-3;1.0301686e-2;1.0554667e-2
2.148855e-3;1.2813244e-2;1.2695023e-2;9.402437e-3;1.0611446e-2
9.17801e-4;1.0788302999999999e-2;1.3048549999999999e-2;9.843707e-3;1.1443275e-2
1.067646e-3;9.434032e-3;1.2066191e-2;1.0136349e-2;9.799663e-3
4.4745465e-2;1.2183825e-2;1.2420108e-2;9.993586e-3;1.4273981e-2
5.434079e-3;1.1694959e-2;1.1477658e-2;1.234968e-2;1.0031693999999999e-2
5.209597e-3;1.1193157e-2;1.0672741999999999e-2;9.808295e-3;1.0153133e-2
1.4601656e-2;1.2122225e-2;1.1249456e-2;1.0062249e-2;1.070831e-2
8.256369999999999e-4;1.2942476999999999e-2;9.365254e-3;1.0970857e-2;1.1110785e-2
3.993995e-3;1.0558006e-2;9.757103999999999e-3;1.0150057e-2;1.3733285e-2
6.620724e-3;1.1024575e-2;9.525035e-3;9.766269e-3;1.0878289e-2
9.46669e-4;1.0530883999999999e-2;1.3099733e-2;1.3251176e-2;1.4341055e-2
9.18189e-4;1.4246794e-2;1.1974456e-2;1.9653855e-2;1.3904121e-2
2.621211e-3;1.1648733999999999e-2;1.138582e-2;1.3044265e-2;1.0516021e-2
1.3045184999999999e-2;1.0899037e-2;1.2299317e-2;1.4578746e-2;9.776418e-3
9.897155e-3;9.402789e-3;9.847897999999999e-3;1.0881668e-2;1.1583392999999999e-2
1.031316e-3;1.1042548e-2;1.1839696e-2;1.0274188e-2;9.088103e-3
1.4274493e-2;1.0113526e-2;1.0567103e-2;1.0546436e-2;1.2127484e-2
2.3962659999999998e-3;1.0083103999999999e-2;1.323264e-2;1.0928575e-2;1.6017633e-2
6.4893139999999995e-3;9.452046e-3;9.881793e-3;9.477969e-3;1.0834515e-2
2.0652471e-2;1.0710598e-2;9.337479e-3;9.328524999999999e-3;9.069179e-3
3.803923e-3;1.1143924e-2;1.0838935e-2;1.4629549e-2;1.1163857e-2
6.951e-3;9.978869999999999e-3;1.1068981e-2;1.161253e-2;9.945187e-3
6.823918e-3;1.0611607e-2;9.39402e-3;1.2142432e-2;9.380545e-3
6.51143e-4;1.0892229e-2;9.968674e-3;9.547734e-3;1.0546042e-2
4.896951e-3;5.4417303e-2;1.1424539e-2;1.1764443e-2;9.305638e-3
6.5649639999999995e-3;1.2339229e-2;9.296384e-3;1.2600604e-2;9.545995e-3
7.74179e-4;1.1879007e-2;1.1051822e-2;9.508549e-3;1.1271426e-2
5.229388e-3;9.065697e-3;1.1986838e-2;1.098596e-2;1.0969389999999999e-2
9.92848e-4;8.902043e-3;9.901825999999999e-3;1.1926941e-2;1.0070504e-2
9.39315e-4;9.980824e-3;1.0470291999999999e-2;8.482377e-3;9.314448e-3
2.005587e-3;1.2125885999999999e-2;1.7317425e-2;1.3021683e-2;1.5851228e-2
7.6119329999999995e-3;1.3255307e-2;1.2456466e-2;1.0623152e-2;1.0131198e-2
2.6791609999999998e-3;1.1233741e-2;1.3029164e-2;9.427396e-3;1.0732673e-2
1.2018095999999999e-2;9.130427e-3;9.683434e-3;1.2338159e-2;1.0359148e-2
5.301006e-3;1.0323479e-2;9.964872999999999e-3;1.1015674e-2;1.0895783e-2
7.733106e-3;1.0731141e-2;1.036365e-2;9.809739e-3;1.0379583e-2
4.9691299999999996e-3;9.251348e-3;1.0965278e-2;9.326705e-3;1.1475922999999999e-2
4.214309e-3;9.697493e-3;1.1280777e-2;9.890303e-3;1.1293631e-2
8.34858e-4;9.730654e-3;1.1355538e-2;9.73499e-3;1.0781521e-2
7.768848e-3;1.0061913e-2;9.855317e-3;8.905653999999999e-3;9.983460999999999e-3
1.130986e-3;1.0623891e-2;1.0307141e-2;9.610205e-3;1.19579e-2
8.42453e-4;9.390882e-3;9.421099e-3;1.1019367e-2;1.0401664e-2
3.6733e-3;9.405766e-3;1.0440076999999999e-2;9.490452e-3;9.82381e-3
9.32916e-4;1.1495486e-2;9.291397e-3;9.782472e-3;1.0862255e-2
2.601651e-3;1.1505913999999999e-2;1.4112155999999999e-2;8.528499e-3;9.196505e-3
5.115021e-3;1.0167625999999999e-2;9.787765e-3;9.42934e-3;1.0413677999999999e-2
3.563527e-3;1.0996803999999999e-2;1.0844468999999999e-2;9.983374e-3;9.417455e-3
1.070879e-3;9.596136e-3;9.36911e-3;1.0170284e-2;1.0691596e-2
