1.2828436e-2;7.465602e-3;7.02117e-3;9.947537e-3
8.17705e-4;7.015001e-3;6.761714e-3;9.355659e-3
5.7896399999999995e-3;8.726657e-3;7.493561e-3;7.823732e-3
6.01066e-4;7.5942779999999994e-3;8.328037e-3;7.215985e-3
3.674465e-3;7.897446e-3;8.764816e-3;7.210375e-3
7.821396e-3;9.667282e-3;1.0956309e-2;1.0293093e-2
4.814354e-3;9.594309e-3;8.950155e-3;9.1102e-3
5.529835e-3;7.632603999999999e-3;6.845715e-3;9.75991e-3
6.7993e-4;1.0040926e-2;7.01564e-3;7.382283e-3
3.853948e-3;8.788869999999999e-3;7.0747959999999995e-3;7.684171e-3
5.06865e-4;7.99746e-3;7.235412e-3;7.932557e-3
1.778933e-3;8.334034e-3;7.439599e-3;9.712848999999999e-3
1.656958e-3;7.047105e-3;8.175889e-3;8.903298e-3
2.8368729999999997e-3;7.1586689999999994e-3;9.778665e-3;7.959643e-3
7.903998e-3;8.618018e-3;8.206425e-3;7.921039999999999e-3
4.098665e-3;8.686958e-3;7.656971e-3;7.412668e-3
2.725554e-3;8.48701e-3;9.310617e-3;7.4612559999999994e-3
6.744187e-3;8.080859e-3;7.550347e-3;7.08751e-3
7.736466e-3;8.053153e-3;7.039758e-3;1.0236288e-2
1.782537e-3;8.015863e-3;1.0873644e-2;8.482266e-3
2.583336e-3;8.067592e-3;9.436855e-3;7.414812e-3
4.67485e-4;7.222119e-3;6.961813e-3;8.036674e-3
1.69795e-3;7.942131e-3;8.041985e-3;7.974942e-3
3.610817e-3;7.829224e-3;8.856444e-3;7.481753e-3
5.88859e-4;8.515399e-3;7.3104879999999995e-3;7.341679e-3
7.87955e-4;7.1045249999999996e-3;8.637091e-3;7.557253e-3
1.502495e-3;7.794347e-3;6.446385e-3;8.524658e-3
7.2141e-4;9.256821e-3;7.407523e-3;7.522578e-3
3.397262e-3;7.289276e-3;7.491642e-3;7.143091e-3
8.14545e-4;6.7685819999999996e-3;7.216885e-3;6.931541e-3
8.966688e-3;7.211537e-3;7.189107e-3;8.028778e-3
7.04392e-4;6.556842e-3;8.821146e-3;7.5252669999999995e-3
6.3078299999999995e-3;7.303573e-3;6.729599e-3;7.399066e-3
6.20081e-4;7.531724e-3;8.114673e-3;8.809516e-3
1.569373e-3;7.576823e-3;6.696161e-3;7.879463e-3
1.522205e-3;6.807451e-3;7.61107e-3;8.835607e-3
1.5704949999999999e-3;8.63456e-3;7.539061e-3;7.690381e-3
3.787358e-3;9.067088e-3;8.005507e-3;7.1717e-3
1.568583e-3;7.369006e-3;8.580704e-3;7.103902e-3
3.970794e-3;6.761429e-3;7.5532839999999995e-3;8.2517e-3
3.777243e-3;7.293806e-3;9.621557e-3;7.026174e-3
8.184619999999999e-4;9.398867e-3;6.506185e-3;7.167253e-3
4.645237e-3;1.1129749e-2;1.3443950999999999e-2;1.0784337e-2
1.7940697e-2;9.21974e-3;9.187321e-3;8.530334e-3
6.907009999999999e-4;7.271416e-3;9.263142e-3;7.191866e-3
1.0888399e-2;7.2686999999999995e-3;7.289755e-3;7.143222e-3
1.0107382e-2;8.735355e-3;7.60757e-3;1.0134644e-2
3.643884e-3;7.647381e-3;1.0075674e-2;8.204357e-3
3.09086e-3;7.878361e-3;7.424359e-3;7.7405749999999995e-3
2.656394e-3;6.859662e-3;9.868037e-3;7.468732e-3
9.239669999999999e-4;9.6823e-3;7.529649e-3;7.275223e-3
7.441377e-3;6.920697999999999e-3;9.007021e-3;7.815138e-3
3.955208e-3;1.0875191e-2;9.639297e-3;7.98196e-3
2.012548e-3;7.766361e-3;8.458736e-3;7.5311499999999995e-3
4.669099e-3;7.782921e-3;1.0328977999999999e-2;9.091183e-3
