Infinity;2.145984654;0.45849572;1.452504904
Infinity;5.102e-6;2.681438436;0.719178627
Infinity;4.931e-6;0.848051656;1.174240358
Infinity;5.132e-6;0.952354407;4.860698927
Infinity;5.093e-6;0.974289897;1.0331132729999999
Infinity;5.506e-6;1.432112282;2.6569242e-2
Infinity;5.092e-6;2.789480815;6.413438417
Infinity;5.016e-6;2.874629741;3.0079122259999997
Infinity;5.696e-6;0.24389487599999998;2.518449184
Infinity;5.568e-6;0.458808866;2.772092992
Infinity;5.302e-6;2.472087313;3.633789177
Infinity;5.607e-6;2.8145020819999997;0.779226073
Infinity;5.26e-6;0.720991972;3.837065104
Infinity;4.874e-6;0.406211461;0.129412303
Infinity;4.933e-6;1.119428911;0.716439587
Infinity;5.306e-6;1.046483038;3.834367481
Infinity;5.094e-6;0.877717829;5.83998263
Infinity;5.718e-6;0.278241882;1.877261189
Infinity;5.741e-6;1.397219883;1.40224938
Infinity;5.3259999999999995e-6;1.3641994499999999;2.092158585
