Infinity;3.980313e-3;1.187893e-3;1.4118738e-2
Infinity;5.181e-6;1.16874e-3;1.1928913e-2
Infinity;1.3858e-5;8.041307e-3;1.2403220999999999e-2
Infinity;4.98e-6;2.3427099e-2;1.2995138e-2
Infinity;5.062e-6;1.9776992e-2;1.5543363e-2
Infinity;4.926e-6;1.244474e-3;1.3133113e-2
Infinity;5.345e-6;1.9391336e-2;1.5091255999999999e-2
Infinity;4.942e-6;1.0467875e-2;1.6505205e-2
Infinity;5.238e-6;2.958969e-3;1.1720555e-2
Infinity;4.755e-6;6.567095e-3;1.2241367e-2
Infinity;5.541e-6;3.46034e-3;1.115242e-2
Infinity;4.9489999999999995e-6;2.485996e-3;1.8183845e-2
Infinity;5.827e-6;1.616531e-3;1.1859194e-2
Infinity;4.955e-6;9.90794e-4;1.2813386e-2
Infinity;5.181e-6;1.593757e-3;1.5811369999999998e-2
Infinity;5.367e-6;4.7637899999999995e-3;1.589739e-2
Infinity;4.91e-6;1.321107e-3;1.3507745e-2
Infinity;5.662e-6;1.549389e-3;1.1199396e-2
Infinity;4.909e-6;3.356172e-3;1.2295144e-2
Infinity;4.911e-6;7.559762e-3;1.2539461e-2
