4.163304565;3.974319e-3;1.8803046e-2;1.3232022e-2
Infinity;4.6159999999999995e-6;3.362133e-3;9.558974999999999e-3
Infinity;4.998e-6;5.684169e-3;1.0229676e-2
3.730209179;5.184e-6;5.009931e-3;1.0531334e-2
Infinity;5.1459999999999995e-6;6.413325e-3;9.113824999999999e-3
Infinity;4.816e-6;5.2370839999999995e-3;1.1089525e-2
Infinity;5.004e-6;3.642374e-3;9.88445e-3
Infinity;4.631e-6;1.27554e-3;1.0244774e-2
Infinity;4.721e-6;3.316111e-3;9.923035e-3
Infinity;5.225e-6;3.932505e-3;9.716586e-3
Infinity;4.878e-6;3.449152e-3;9.213638e-3
1.002378473;4.998e-6;4.6844849999999995e-3;1.2009104999999999e-2
Infinity;4.826e-6;4.345227e-3;8.89555e-3
Infinity;5.211e-6;1.014648e-3;9.655887e-3
Infinity;4.88e-6;6.845214e-3;1.2676881e-2
Infinity;5.1849999999999995e-6;4.639759e-3;1.1805274e-2
Infinity;5.062e-6;9.060407e-3;1.056182e-2
Infinity;5.8679999999999996e-6;8.214279e-3;9.375725e-3
Infinity;4.738e-6;5.393254e-3;1.1197816e-2
Infinity;5.072e-6;1.0781147999999999e-2;1.3957799e-2
